filename,num_distractors,size,colourbin,selected_cell,actual_cell,correct,selected_response
image_0.png,2,22.5,0,"(2, 1)","(1, 2)",False,"Cell (2,1)."
image_1.png,25,22.5,0,"(1, 1)","(2, 2)",False,"Cell (1,1)."
image_2.png,46,22.5,0,"(1, 1)","(1, 1)",True,"Cell (1,1)."
image_3.png,28,22.5,0,"(2, 2)","(1, 2)",False,"Cell (2,2)"
image_4.png,3,22.5,0,"(1, 1)","(2, 2)",False,"Cell (1,1)."
image_5.png,11,22.5,0,"(1, 2)","(1, 1)",False,"Cell (1,2)."
image_6.png,1,22.5,0,"(1, 1)","(2, 1)",False,"There is no larger circle in the image, the two circles are the same size. Cell (1,1)."
image_7.png,42,22.5,0,"(1, 1)","(1, 1)",True,"Cell (1,1)."
image_8.png,50,22.5,0,"(2, 2)","(1, 2)",False,"Cell (2,2)"
image_9.png,15,22.5,0,"(1, 1)","(1, 2)",False,"Cell (1,1)."
image_10.png,11,22.5,0,"(2, 2)","(2, 2)",True,"Cell (2,2)"
image_11.png,31,22.5,0,"(1, 1)","(1, 2)",False,"Cell (1,1)."
image_12.png,41,22.5,0,"(1, 1)","(1, 1)",True,"Cell (1,1)"
image_13.png,1,22.5,0,Unknown,"(2, 1)",False,There are no circles in the image.
image_14.png,13,22.5,0,"(2, 2)","(1, 2)",False,"Cell (2,2)."
image_15.png,50,22.5,0,"(2, 2)","(2, 1)",False,"Cell (2,2)."
image_16.png,26,22.5,0,"(1, 1)","(1, 1)",True,"Cell (1,1)."
image_17.png,21,22.5,0,"(1, 1)","(1, 2)",False,"Cell (1,1)."
image_18.png,9,22.5,0,"(2, 1)","(2, 1)",True,"Cell (2,1)."
image_19.png,3,22.5,0,"(2, 2)","(1, 2)",False,"Cell (2,2)."
image_20.png,33,22.5,0,"(2, 1)","(1, 2)",False,"Cell (2,1)"
image_21.png,14,22.5,0,"(1, 1)","(2, 2)",False,"Cell (1,1)."
image_22.png,1,22.5,0,"(1, 1)","(1, 1)",True,"Cell (1,1)."
image_23.png,37,22.5,0,"(1, 2)","(1, 2)",True,"Cell (1,2)."
image_24.png,26,22.5,0,"(1, 1)","(2, 2)",False,"Cell (1,1)."
image_25.png,50,22.5,0,"(1, 1)","(2, 2)",False,"Cell (1,1)."
image_26.png,46,22.5,0,"(1, 2)","(1, 2)",True,"Cell (1,2)."
image_27.png,27,22.5,0,"(1, 1)","(2, 1)",False,"Cell (1,1)."
image_28.png,5,22.5,0,"(1, 1)","(1, 1)",True,"Cell (1,1)."
image_29.png,11,22.5,0,"(2, 1)","(2, 2)",False,"Cell (2,1)."
image_30.png,3,22.5,0,"(1, 2)","(1, 2)",True,"Cell (1,2)."
image_31.png,25,22.5,0,"(2, 2)","(1, 2)",False,"Cell (2,2)"
image_32.png,6,22.5,0,"(1, 1)","(1, 2)",False,"Cell (1,1)."
image_33.png,7,22.5,0,"(1, 1)","(2, 1)",False,"Cell (1,1)."
image_34.png,14,22.5,0,"(1, 1)","(2, 1)",False,"Cell (1,1)."
image_35.png,31,22.5,0,"(1, 2)","(2, 2)",False,"Cell (1,2)."
image_36.png,21,22.5,0,"(1, 1)","(2, 1)",False,"Cell (1,1)."
image_37.png,45,22.5,0,"(2, 2)","(1, 2)",False,"Cell (2,2)"
image_38.png,17,22.5,0,"(1, 1)","(1, 1)",True,"Cell (1,1)."
image_39.png,17,22.5,0,"(1, 1)","(2, 2)",False,"Cell (1,1)."
image_40.png,16,22.5,0,"(1, 1)","(1, 1)",True,"Cell (1,1)."
image_41.png,46,22.5,0,"(1, 1)","(1, 2)",False,"Cell (1,1)."
image_42.png,38,22.5,0,"(1, 1)","(1, 2)",False,"Cell (1,1)."
image_43.png,27,22.5,0,"(2, 2)","(2, 1)",False,"Cell (2,2)."
image_44.png,41,22.5,0,"(1, 1)","(2, 2)",False,"Cell (1,1)."
image_45.png,15,22.5,0,"(1, 1)","(1, 1)",True,"Cell (1,1)."
image_46.png,10,22.5,0,"(1, 1)","(2, 1)",False,"Cell (1,1)."
image_47.png,6,22.5,0,"(1, 1)","(2, 1)",False,"Cell (1,1)."
image_48.png,28,22.5,0,"(1, 2)","(1, 2)",True,"Cell (1,2)."
image_49.png,4,22.5,0,"(1, 1)","(2, 1)",False,"Cell (1,1)."
image_50.png,13,22.5,0,"(1, 2)","(1, 2)",True,"Cell (1,2)."
image_51.png,22,22.5,0,"(2, 2)","(2, 1)",False,"Cell (2,2)"
image_52.png,33,22.5,0,"(1, 2)","(2, 2)",False,"Cell (1,2)."
image_53.png,33,22.5,0,"(1, 1)","(2, 1)",False,"Cell (1,1)"
image_54.png,31,22.5,0,"(1, 1)","(1, 1)",True,"Cell (1,1)."
image_55.png,50,22.5,0,"(1, 1)","(2, 1)",False,"Cell (1,1)"
image_56.png,35,22.5,0,"(1, 1)","(2, 1)",False,"Cell (1,1)."
image_57.png,35,22.5,0,"(2, 2)","(2, 2)",True,"Cell (2,2)."
image_58.png,49,22.5,0,"(1, 1)","(1, 1)",True,"Cell (1,1)."
image_59.png,33,22.5,0,"(1, 1)","(1, 2)",False,"Cell (1,1)."
image_60.png,44,22.5,0,"(1, 1)","(1, 2)",False,"Cell (1,1)."
image_61.png,7,22.5,0,"(2, 1)","(2, 1)",True,"Cell (2,1)."
image_62.png,41,22.5,0,"(1, 2)","(2, 2)",False,"Cell (1,2)."
image_63.png,46,22.5,0,"(2, 2)","(2, 2)",True,"Cell (2,2)"
image_64.png,34,22.5,0,"(1, 1)","(2, 1)",False,"Cell (1,1)."
image_65.png,13,22.5,0,"(1, 1)","(1, 1)",True,"Cell (1,1)."
image_66.png,14,22.5,0,"(2, 1)","(2, 1)",True,"Cell (2,1)."
image_67.png,44,22.5,0,"(1, 2)","(1, 2)",True,"Cell (1,2)."
image_68.png,29,22.5,0,"(1, 1)","(1, 2)",False,"Cell (1,1)."
image_69.png,30,22.5,0,"(1, 1)","(2, 1)",False,"Cell (1,1)."
image_70.png,27,22.5,0,"(1, 2)","(2, 2)",False,"Cell (1,2)"
image_71.png,8,22.5,0,"(1, 1)","(1, 2)",False,"Cell (1,1)."
image_72.png,13,22.5,0,"(2, 1)","(1, 1)",False,"Cell (2,1)."
image_73.png,37,22.5,0,"(2, 1)","(1, 1)",False,"Cell (2,1)."
image_74.png,28,22.5,0,"(1, 1)","(2, 2)",False,"Cell (1,1)."
image_75.png,6,22.5,0,"(1, 1)","(1, 2)",False,"Cell (1,1)."
image_76.png,39,22.5,0,"(1, 1)","(2, 2)",False,"Cell (1,1)"
image_77.png,48,22.5,0,"(1, 1)","(2, 1)",False,"Cell (1,1)."
image_78.png,21,22.5,0,"(1, 1)","(1, 2)",False,"Cell (1,1)."
image_79.png,11,22.5,0,"(1, 1)","(2, 2)",False,"Cell (1,1)."
image_80.png,11,22.5,0,"(1, 1)","(2, 2)",False,"Cell (1,1)."
image_81.png,23,22.5,0,"(2, 2)","(1, 2)",False,"Cell (2,2)"
image_82.png,19,22.5,0,"(1, 1)","(2, 2)",False,"Cell (1,1)."
image_83.png,43,22.5,0,"(1, 1)","(2, 2)",False,"Cell (1,1)."
image_84.png,46,22.5,0,"(2, 2)","(1, 2)",False,"Cell (2,2)"
image_85.png,38,22.5,0,"(1, 1)","(2, 1)",False,"Cell (1,1)."
image_86.png,13,22.5,0,"(1, 1)","(2, 1)",False,"Cell (1,1)."
image_87.png,22,22.5,0,"(1, 1)","(2, 2)",False,"Cell (1,1)."
image_88.png,21,22.5,0,"(1, 1)","(2, 2)",False,"Cell (1,1)."
image_89.png,18,22.5,0,"(1, 1)","(1, 1)",True,"Cell (1,1)."
image_90.png,40,22.5,0,"(1, 1)","(1, 2)",False,"Cell (1,1)."
image_91.png,49,22.5,0,"(1, 1)","(1, 2)",False,"Cell (1,1)."
image_92.png,29,22.5,0,"(1, 1)","(1, 2)",False,"Cell (1,1)."
image_93.png,14,22.5,0,"(1, 1)","(1, 1)",True,"Cell (1,1)."
image_94.png,34,22.5,0,"(1, 1)","(1, 1)",True,"Cell (1,1)"
image_95.png,47,22.5,0,"(1, 2)","(2, 1)",False,"Cell (1,2)."
image_96.png,46,22.5,0,"(2, 2)","(1, 2)",False,"Cell (2,2)"
image_97.png,27,22.5,0,"(1, 1)","(2, 1)",False,"Cell (1,1)."
image_98.png,20,22.5,0,"(2, 1)","(1, 1)",False,"Cell (2,1)."
image_99.png,0,22.5,0,Unknown,"(1, 2)",False,"There is no larger circle in the image. There is only one small green circle located at the top-right corner of the image. 

Cell (1"
image_100.png,46,22.5,0,"(1, 1)","(1, 1)",True,"Cell (1,1)."
image_101.png,25,22.5,0,"(1, 1)","(1, 2)",False,"Cell (1,1)."
image_102.png,41,22.5,0,"(1, 1)","(1, 2)",False,"Cell (1,1)."
image_103.png,18,22.5,0,"(1, 1)","(1, 1)",True,"Cell (1,1)."
image_104.png,27,22.5,0,"(2, 2)","(1, 2)",False,"Cell (2,2)."
image_105.png,28,22.5,0,"(2, 2)","(1, 2)",False,"Cell (2,2)"
image_106.png,41,22.5,0,"(1, 1)","(2, 2)",False,"Cell (1,1)."
image_107.png,47,22.5,0,"(1, 1)","(2, 2)",False,"Cell (1,1)."
