filename,num_distractors,size,colourbin,selected_cell,actual_cell,correct,selected_response
image_0.png,2,25,0,"(2, 1)","(1, 2)",False,"Cell (2,1)."
image_1.png,46,25,0,"(2, 2)","(2, 1)",False,"Cell (2,2)."
image_2.png,22,25,0,"(1, 1)","(1, 2)",False,"Cell (1,1)."
image_3.png,43,25,0,"(2, 1)","(1, 1)",False,"Cell (2,1)."
image_4.png,24,25,0,"(1, 1)","(1, 2)",False,"Cell (1,1)."
image_5.png,45,25,0,"(2, 2)","(2, 2)",True,"Cell (2,2)"
image_6.png,7,25,0,"(1, 1)","(1, 1)",True,"Cell (1,1)."
image_7.png,40,25,0,"(1, 1)","(1, 2)",False,"Cell (1,1)."
image_8.png,25,25,0,"(2, 2)","(1, 1)",False,"Cell (2,2)"
image_9.png,27,25,0,"(2, 2)","(2, 2)",True,"Cell (2,2)."
image_10.png,21,25,0,"(1, 1)","(2, 1)",False,"Cell (1,1)."
image_11.png,14,25,0,"(1, 2)","(2, 2)",False,"Cell (1,2)."
image_12.png,36,25,0,"(1, 1)","(2, 1)",False,"Cell (1,1)"
image_13.png,17,25,0,"(2, 1)","(1, 1)",False,"Cell (2,1)."
image_14.png,1,25,0,Unknown,"(1, 2)",False,There are no circles in the image.
image_15.png,8,25,0,"(2, 1)","(2, 2)",False,"Cell (2,1)."
image_16.png,48,25,0,"(1, 2)","(2, 2)",False,"Cell (1,2)."
image_17.png,50,25,0,"(1, 1)","(2, 1)",False,"Cell (1,1)"
image_18.png,20,25,0,"(2, 2)","(1, 1)",False,"Cell (2,2)"
image_19.png,3,25,0,"(1, 1)","(1, 2)",False,"Cell (1,1)."
image_20.png,33,25,0,"(1, 2)","(2, 2)",False,"Cell (1,2)"
image_21.png,4,25,0,"(1, 2)","(1, 2)",True,"Cell (1,2)."
image_22.png,39,25,0,"(1, 2)","(1, 2)",True,"Cell (1,2)."
image_23.png,13,25,0,"(1, 1)","(1, 1)",True,"Cell (1,1)"
image_24.png,31,25,0,"(2, 1)","(2, 1)",True,"Cell (2,1)."
image_25.png,26,25,0,"(2, 2)","(2, 1)",False,"Cell (2,2)"
image_26.png,39,25,0,"(2, 2)","(1, 1)",False,"Cell (2,2)."
image_27.png,1,25,0,"(1, 1)","(1, 1)",True,"Cell (1,1)."
image_28.png,47,25,0,"(2, 2)","(1, 2)",False,"Cell (2,2)."
image_29.png,19,25,0,"(1, 1)","(2, 2)",False,"Cell (1,1)."
image_30.png,8,25,0,"(1, 1)","(2, 2)",False,"Cell (1,1)."
